12:12:00 system           | rule-engine started (pid=24242)
12:23:10 rule-engine      | [2022-11-10 12:23:10.009] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-agent-data_change>: {"id":"hqKb72on","timestamp":"2022-11-10T12:23:10.008753Z","signalType":"DATA_CHANGE","from":"SMITH","changeType":"UPDATED","objectType":"agent","object":{"id":"SMITH","connections":{},"type":"Smith"}}
12:23:10 heartbeat        | [2022-11-10 12:23:10.030] [DEBUG]: Received message: b'{"id":"hqKb72on","timestamp":"2022-11-10T12:23:10.008753Z","signalType":"DATA_CHANGE","from":"SMITH","changeType":"UPDATED","objectType":"agent","object":{"id":"SMITH","connections":{},"type":"Smith"}}'
12:23:15 heartbeat        | [2022-11-10 12:23:15.918] [DEBUG]: Sending a heartbeat for agents: ['yYlKULq0']
12:23:15 heartbeat        | [2022-11-10 12:23:15.922] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-heartbeat-event>: b'{"id": "JKXFLpne", "timestamp": "2022-11-10T12:23:15.921418Z", "signalType": "EVENT", "from": "heartbeat", "eventType": "Heartbeat", "agentId": "yYlKULq0"}'
12:23:15 heartbeat        | [2022-11-10 12:23:15.924] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-rule-engine-input>: b'{"id": "7bMsQy0V", "timestamp": "2022-11-10T12:23:15.924130Z", "signalType": "MESSAGE", "from": "heartbeat", "messageType": "EVALUATE", "to": "rule_engine", "returnAddress": "public/default/workspace-ms-ivo-app-heartbeat-input", "agentId": "yYlKULq0"}'
12:23:15 rule-engine      | [2022-11-10 12:23:15.941] [DEBUG]: Received message: '{"id": "7bMsQy0V", "timestamp": "2022-11-10T12:23:15.924130Z", "signalType": "MESSAGE", "from": "heartbeat", "messageType": "EVALUATE", "to": "rule_engine", "returnAddress": "public/default/workspace-ms-ivo-app-heartbeat-input", "agentId": "yYlKULq0"}
12:23:15 rule-engine      | [2022-11-10 12:23:15.943] [DEBUG]: Evaluating agent yYlKULq0
12:23:15 rule-engine      | [2022-11-10 12:23:15.990] [DEBUG]: Adding facts: [Agent(id=yYlKULq0, connections={telegram=5733149430}, type=Nola)]
12:23:15 rule-engine      | [2022-11-10 12:23:15.991] [DEBUG]: Adding signals: []
12:23:15 rule-engine      | [2022-11-10 12:23:15.994] [INFO]: Prompt for GPT-3:
12:23:15 rule-engine      | You're an AI system called Nola Brzina. You're talking to a human. You want to have an engaging and fun conversation with them. You are friendly, creative and innovative.
12:23:15 rule-engine      | Human: what is your iq
12:23:15 rule-engine      | AI: I don't know. What's yours?
12:23:15 rule-engine      | Human: bigger tnan yours
12:23:15 rule-engine      | AI: I'm sure it is!
12:23:15 rule-engine      | Continue conversation with human because they are inactive.
12:23:15 rule-engine      | AI:
12:23:15 rule-engine      | [2022-11-10 12:23:15.996] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-gpt3-adapter-input>: {"id":"OkRkRHz2","timestamp":"2022-11-10T12:23:15.995231Z","signalType":"MESSAGE","from":"yYlKULq0","messageType":"Complete","to":"gpt3_adapter","returnAddress":"public/default/workspace-ms-ivo-app-agents-input","prompt":"You're an AI system called Nola Brzina. You're talking to a human. You want to have an engaging and fun conversation with them. You are friendly, creative and innovative.\nHuman: what is your iq\n\nAI: I don't know. What's yours?\n\nHuman: bigger tnan yours\n\nAI: I'm sure it is!\n\nContinue conversation with human because they are inactive.\nAI:","model":"text-davinci-001","maxTokens":64,"temperature":0.9,"topP":1.0,"n":1,"logprobs":null,"echo":false,"stop":["AI:","Human:"],"presencePenalty":0.6,"frequencyPenalty":0.0,"bestOf":1,"logitBias":null,"suffix":null}
12:23:15 rule-engine      | [2022-11-10 12:23:15.996] [DEBUG]: Rule fired: Re-engage user
12:23:15 rule-engine      | [2022-11-10 12:23:15.999] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-evaluation-event>: {"id":"gzU9Q07d","timestamp":"2022-11-10T12:23:15.998104Z","signalType":"EVENT","from":"yYlKULq0","eventType":"Evaluation","agentId":"yYlKULq0","evaluatedAt":"2022-11-10T12:23:15.998954Z"}
12:23:15 rule-engine      | [2022-11-10 12:23:15.999] [DEBUG]: Updating facts: [Agent(id=yYlKULq0, connections={telegram=5733149430}, type=Nola)]
12:23:16 gpt3-adapter     | [2022-11-10 12:23:16.005] [DEBUG]: Received message: b'{"id":"OkRkRHz2","timestamp":"2022-11-10T12:23:15.995231Z","signalType":"MESSAGE","from":"yYlKULq0","messageType":"Complete","to":"gpt3_adapter","returnAddress":"public/default/workspace-ms-ivo-app-agents-input","prompt":"You\'re an AI system called Nola Brzina. You\'re talking to a human. You want to have an engaging and fun conversation with them. You are friendly, creative and innovative.\\nHuman: what is your iq\\n\\nAI: I don\'t know. What\'s yours?\\n\\nHuman: bigger tnan yours\\n\\nAI: I\'m sure it is!\\n\\nContinue conversation with human because they are inactive.\\nAI:","model":"text-davinci-001","maxTokens":64,"temperature":0.9,"topP":1.0,"n":1,"logprobs":null,"echo":false,"stop":["AI:","Human:"],"presencePenalty":0.6,"frequencyPenalty":0.0,"bestOf":1,"logitBias":null,"suffix":null}'
12:23:16 rule-engine      | [2022-11-10 12:23:16.006] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-agent-data_change>: {"id":"4gGJf748","timestamp":"2022-11-10T12:23:16.006288Z","signalType":"DATA_CHANGE","from":"yYlKULq0","changeType":"UPDATED","objectType":"agent","object":{"id":"yYlKULq0","connections":{"telegram":"5733149430"},"type":"Nola","memory":["Human: what is your iq\n","AI: I don't know. What's yours?\n","Human: bigger tnan yours\n","AI: I'm sure it is!\n","Continue conversation with human because they are inactive.\n"],"lastInteractionTime":"2022-11-10T12:22:10.097494Z","pinged":true,"personality":"friendlyAI","max_MEMORY":6}}
12:23:16 heartbeat        | [2022-11-10 12:23:16.014] [DEBUG]: Received message: b'{"id":"4gGJf748","timestamp":"2022-11-10T12:23:16.006288Z","signalType":"DATA_CHANGE","from":"yYlKULq0","changeType":"UPDATED","objectType":"agent","object":{"id":"yYlKULq0","connections":{"telegram":"5733149430"},"type":"Nola","memory":["Human: what is your iq\\n","AI: I don\'t know. What\'s yours?\\n","Human: bigger tnan yours\\n","AI: I\'m sure it is!\\n","Continue conversation with human because they are inactive.\\n"],"lastInteractionTime":"2022-11-10T12:22:10.097494Z","pinged":true,"personality":"friendlyAI","max_MEMORY":6}}'
12:23:16 gpt3-adapter     | [2022-11-10 12:23:16.616] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-agents-input>: b'{"id": "cmpl-6B0sOr2SWl1dkdTbMxZHBKfiutotV", "timestamp": "2022-11-10T12:23:16.616338Z", "signalType": "REPLY", "from": "gpt3_adapter", "messageType": "GPT3Completion", "to": "yYlKULq0", "returnAddress": "public/default/workspace-ms-ivo-app-gpt3-adapter-input", "replyTo": {"id": "OkRkRHz2", "timestamp": "2022-11-10T12:23:15.995231Z", "signalType": "MESSAGE", "from": "yYlKULq0", "messageType": "Complete", "to": "gpt3_adapter", "returnAddress": "public/default/workspace-ms-ivo-app-agents-input", "maxTokens": 64, "frequencyPenalty": 0.0, "prompt": "You\'re an AI system called Nola Brzina. You\'re talking to a human. You want to have an engaging and fun conversation with them. You are friendly, creative and innovative.\\nHuman: what is your iq\\n\\nAI: I don\'t know. What\'s yours?\\n\\nHuman: bigger tnan yours\\n\\nAI: I\'m sure it is!\\n\\nContinue conversation with human because they are inactive.\\nAI:", "echo": false, "temperature": 0.9, "stop": ["AI:", "Human:"], "presencePenalty": 0.6, "model": "text-davinci-001", "n": 1, "suffix": null, "logprobs": null, "bestOf": 1, "logitBias": null, "topP": 1.0}, "choices": [{"text": " So what do you think of artificial intelligence? Is it something you\'re interested in?", "index": 0, "logprobs": null, "finish_reason": "stop"}], "model": "text-davinci-001", "object": "text_completion", "created": 1668082996, "usage": {"prompt_tokens": 92, "completion_tokens": 17, "total_tokens": 109}}'
12:23:16 rule-engine      | [2022-11-10 12:23:16.632] [DEBUG]: Received message: '{"id": "cmpl-6B0sOr2SWl1dkdTbMxZHBKfiutotV", "timestamp": "2022-11-10T12:23:16.616338Z", "signalType": "REPLY", "from": "gpt3_adapter", "messageType": "GPT3Completion", "to": "yYlKULq0", "returnAddress": "public/default/workspace-ms-ivo-app-gpt3-adapter-input", "replyTo": {"id": "OkRkRHz2", "timestamp": "2022-11-10T12:23:15.995231Z", "signalType": "MESSAGE", "from": "yYlKULq0", "messageType": "Complete", "to": "gpt3_adapter", "returnAddress": "public/default/workspace-ms-ivo-app-agents-input", "maxTokens": 64, "frequencyPenalty": 0.0, "prompt": "You're an AI system called Nola Brzina. You're talking to a human. You want to have an engaging and fun conversation with them. You are friendly, creative and innovative.\nHuman: what is your iq\n\nAI: I don't know. What's yours?\n\nHuman: bigger tnan yours\n\nAI: I'm sure it is!\n\nContinue conversation with human because they are inactive.\nAI:", "echo": false, "temperature": 0.9, "stop": ["AI:", "Human:"], "presencePenalty": 0.6, "model": "text-davinci-001", "n": 1, "suffix": null, "logprobs": null, "bestOf": 1, "logitBias": null, "topP": 1.0}, "choices": [{"text": " So what do you think of artificial intelligence? Is it something you're interested in?", "index": 0, "logprobs": null, "finish_reason": "stop"}], "model": "text-davinci-001", "object": "text_completion", "created": 1668082996, "usage": {"prompt_tokens": 92, "completion_tokens": 17, "total_tokens": 109}}
12:23:16 rule-engine      | [2022-11-10 12:23:16.637] [DEBUG]: Evaluating agent yYlKULq0
12:23:16 rule-engine      | [2022-11-10 12:23:16.641] [DEBUG]: Adding facts: [Agent(id=yYlKULq0, connections={telegram=5733149430}, type=Nola)]
12:23:16 rule-engine      | [2022-11-10 12:23:16.641] [DEBUG]: Adding signals: [(GPT3Completion(choices=[CompletionChoice(text= So what do you think of artificial intelligence? Is it something you're interested in?, index=0, logprobs=null, finish_reason=stop)], model=text-davinci-001),signals)]
12:23:16 rule-engine      | [2022-11-10 12:23:16.643] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-telegram-adapter-input>: {"id":"vn0ZtbOG","timestamp":"2022-11-10T12:23:16.643479Z","signalType":"MESSAGE","from":"yYlKULq0","messageType":"SendMessage","to":"telegram_adapter","returnAddress":"public/default/workspace-ms-ivo-app-agents-input","chatId":"5733149430","text":"So what do you think of artificial intelligence? Is it something you're interested in?","keyboardData":null,"mediaList":null}
12:23:16 rule-engine      | [2022-11-10 12:23:16.644] [DEBUG]: Rule fired: Send GPT3 response
12:23:16 rule-engine      | [2022-11-10 12:23:16.646] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-evaluation-event>: {"id":"4TCfWeLW","timestamp":"2022-11-10T12:23:16.645450Z","signalType":"EVENT","from":"yYlKULq0","eventType":"Evaluation","agentId":"yYlKULq0","evaluatedAt":"2022-11-10T12:23:16.646191Z"}
12:23:16 rule-engine      | [2022-11-10 12:23:16.646] [DEBUG]: Updating facts: [Agent(id=yYlKULq0, connections={telegram=5733149430}, type=Nola)]
12:23:16 telegram-adapter | [2022-11-10 12:23:16.649] [DEBUG]: Received message: b'{"id":"vn0ZtbOG","timestamp":"2022-11-10T12:23:16.643479Z","signalType":"MESSAGE","from":"yYlKULq0","messageType":"SendMessage","to":"telegram_adapter","returnAddress":"public/default/workspace-ms-ivo-app-agents-input","chatId":"5733149430","text":"So what do you think of artificial intelligence? Is it something you\'re interested in?","keyboardData":null,"mediaList":null}'
12:23:16 telegram-adapter | [2022-11-10 12:23:16.650] [INFO]: Send message with text "So what do you think of artificial intelligence? Is it something you're interested in?" to 5733149430
12:23:16 rule-engine      | [2022-11-10 12:23:16.651] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-agent-data_change>: {"id":"qEPwpZad","timestamp":"2022-11-10T12:23:16.651493Z","signalType":"DATA_CHANGE","from":"yYlKULq0","changeType":"UPDATED","objectType":"agent","object":{"id":"yYlKULq0","connections":{"telegram":"5733149430"},"type":"Nola","memory":["Human: what is your iq\n","AI: I don't know. What's yours?\n","Human: bigger tnan yours\n","AI: I'm sure it is!\n","Continue conversation with human because they are inactive.\n","AI: So what do you think of artificial intelligence? Is it something you're interested in?\n"],"lastInteractionTime":"2022-11-10T12:22:10.097494Z","pinged":true,"personality":"friendlyAI","max_MEMORY":6}}
12:23:16 heartbeat        | [2022-11-10 12:23:16.657] [DEBUG]: Received message: b'{"id":"qEPwpZad","timestamp":"2022-11-10T12:23:16.651493Z","signalType":"DATA_CHANGE","from":"yYlKULq0","changeType":"UPDATED","objectType":"agent","object":{"id":"yYlKULq0","connections":{"telegram":"5733149430"},"type":"Nola","memory":["Human: what is your iq\\n","AI: I don\'t know. What\'s yours?\\n","Human: bigger tnan yours\\n","AI: I\'m sure it is!\\n","Continue conversation with human because they are inactive.\\n","AI: So what do you think of artificial intelligence? Is it something you\'re interested in?\\n"],"lastInteractionTime":"2022-11-10T12:22:10.097494Z","pinged":true,"personality":"friendlyAI","max_MEMORY":6}}'
12:23:16 telegram-adapter | [2022-11-10 12:23:16.686] [DEBUG]: Successfully sent Telegram Message.
12:23:16 telegram-adapter | [2022-11-10 12:23:16.690] [DEBUG]: Saved SentMessage 258
12:23:16 telegram-adapter | [2022-11-10 12:23:16.692] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-telegram-sent-message-event>: b'{"id": "fgrsKo95", "timestamp": "2022-11-10T12:23:16.692294Z", "signalType": "EVENT", "from": "telegram_adapter", "eventType": "TelegramSentMessage", "messageId": "258", "chatId": "5733149430", "sentAt": "2022-11-10T12:23:16.000000Z", "text": "So what do you think of artificial intelligence? Is it something you\'re interested in?", "mediaList": null, "keyboardData": null, "multipleAnswer": null, "expireAt": null, "messageReanswerable": false}'
12:23:16 telegram-adapter | [2022-11-10 12:23:16.694] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-agents-input>: b'{"id": "NLHEiXLZ", "timestamp": "2022-11-10T12:23:16.693970Z", "signalType": "REPLY", "from": "telegram_adapter", "messageType": "TelegramResult", "to": "yYlKULq0", "returnAddress": "public/default/workspace-ms-ivo-app-telegram-adapter-input", "replyTo": {"id": "vn0ZtbOG", "timestamp": "2022-11-10T12:23:16.643479Z", "signalType": "MESSAGE", "from": "yYlKULq0", "messageType": "SendMessage", "to": "telegram_adapter", "returnAddress": "public/default/workspace-ms-ivo-app-agents-input", "mediaList": null, "keyboardData": null, "chatId": "5733149430", "text": "So what do you think of artificial intelligence? Is it something you\'re interested in?"}, "success": true, "message": {"id": "fgrsKo95", "timestamp": "2022-11-10T12:23:16.692294Z", "signalType": "EVENT", "from": "telegram_adapter", "eventType": "TelegramSentMessage", "messageId": "258", "chatId": "5733149430", "sentAt": "2022-11-10T12:23:16.000000Z", "text": "So what do you think of artificial intelligence? Is it something you\'re interested in?", "mediaList": null, "keyboardData": null, "multipleAnswer": null, "expireAt": null, "messageReanswerable": false}}'
12:23:16 rule-engine      | [2022-11-10 12:23:16.710] [DEBUG]: Received message: '{"id": "NLHEiXLZ", "timestamp": "2022-11-10T12:23:16.693970Z", "signalType": "REPLY", "from": "telegram_adapter", "messageType": "TelegramResult", "to": "yYlKULq0", "returnAddress": "public/default/workspace-ms-ivo-app-telegram-adapter-input", "replyTo": {"id": "vn0ZtbOG", "timestamp": "2022-11-10T12:23:16.643479Z", "signalType": "MESSAGE", "from": "yYlKULq0", "messageType": "SendMessage", "to": "telegram_adapter", "returnAddress": "public/default/workspace-ms-ivo-app-agents-input", "mediaList": null, "keyboardData": null, "chatId": "5733149430", "text": "So what do you think of artificial intelligence? Is it something you're interested in?"}, "success": true, "message": {"id": "fgrsKo95", "timestamp": "2022-11-10T12:23:16.692294Z", "signalType": "EVENT", "from": "telegram_adapter", "eventType": "TelegramSentMessage", "messageId": "258", "chatId": "5733149430", "sentAt": "2022-11-10T12:23:16.000000Z", "text": "So what do you think of artificial intelligence? Is it something you're interested in?", "mediaList": null, "keyboardData": null, "multipleAnswer": null, "expireAt": null, "messageReanswerable": false}}
12:23:16 rule-engine      | [2022-11-10 12:23:16.714] [DEBUG]: Evaluating agent yYlKULq0
12:23:16 rule-engine      | [2022-11-10 12:23:16.719] [DEBUG]: Adding facts: [Agent(id=yYlKULq0, connections={telegram=5733149430}, type=Nola)]
12:23:16 rule-engine      | [2022-11-10 12:23:16.720] [DEBUG]: Adding signals: [(TelegramResult(success=true, message=TelegramSentMessage(messageId=258, chatId=5733149430, sentAt=2022-11-10T12:23:16, text=So what do you think of artificial intelligence? Is it something you're interested in?, mediaList=null, keyboardData=null, multipleAnswer=null, expireAt=null, messageReanswerable=false)),signals)]
12:23:16 rule-engine      | [2022-11-10 12:23:16.723] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-evaluation-event>: {"id":"ZXnHfVKu","timestamp":"2022-11-10T12:23:16.722190Z","signalType":"EVENT","from":"yYlKULq0","eventType":"Evaluation","agentId":"yYlKULq0","evaluatedAt":"2022-11-10T12:23:16.722870Z"}
12:23:16 rule-engine      | [2022-11-10 12:23:16.723] [DEBUG]: Updating facts: [Agent(id=yYlKULq0, connections={telegram=5733149430}, type=Nola)]
12:23:16 rule-engine      | [2022-11-10 12:23:16.726] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-agent-data_change>: {"id":"Wqc7rQR1","timestamp":"2022-11-10T12:23:16.726796Z","signalType":"DATA_CHANGE","from":"yYlKULq0","changeType":"UPDATED","objectType":"agent","object":{"id":"yYlKULq0","connections":{"telegram":"5733149430"},"type":"Nola","memory":["Human: what is your iq\n","AI: I don't know. What's yours?\n","Human: bigger tnan yours\n","AI: I'm sure it is!\n","Continue conversation with human because they are inactive.\n","AI: So what do you think of artificial intelligence? Is it something you're interested in?\n"],"lastInteractionTime":"2022-11-10T12:22:10.097494Z","pinged":true,"personality":"friendlyAI","max_MEMORY":6}}
